id,name,rating,price_level,indoor_outdoor,latitude,longitude,opening_time,gmaps_link,features_text,city,country,combined_features,total_reviews,today_hours,place_type
ChIJIyif0mEbkUcR1eamm26TNW8,tapas la pepa,4.7,2,indoor,47.9942053,7.843057799999999,Monday: Closed | Tuesday: 6:00 PM – 12:00 AM | Wednesday: 6:00 PM – 12:00 AM | Thursday: 6:00 PM – 12:00 AM | Friday: 6:00 PM – 1:00 AM | Saturday: 6:00 PM – 1:00 AM | Sunday: Closed,https://maps.google.com/?cid=8013473215242757845&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,bar restaurant food point of interest establishment,freiburg im breisgau,germany,"A indoor destination named tapas la pepa located in freiburg im breisgau, germany. This place features characteristics and experiences such as: bar restaurant food point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",351,Monday: Closed | Tuesday: 6:00 PM – 12:00 AM | Wednesday: 6:00 PM – 12:00 AM | Thursday: 6:00 PM – 12:00 AM | Friday: 6:00 PM – 1:00 AM | Saturday: 6:00 PM – 1:00 AM | Sunday: Closed,restaurant
ChIJOc6b2w8bkUcRGmscjdi5YS4,hawara restaurant,4.9,1,indoor,47.989573,7.856956800000001,Monday: Closed | Tuesday: Closed | Wednesday: 6:00 – 11:30 PM | Thursday: 6:30 – 11:30 PM | Friday: 6:30 – 11:30 PM | Saturday: 6:30 – 11:30 PM | Sunday: Closed,https://maps.google.com/?cid=3342156738217143066&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,fine dining restaurant restaurant food point of interest establishment,freiburg im breisgau,germany,"A indoor destination named hawara restaurant located in freiburg im breisgau, germany. This place features characteristics and experiences such as: fine dining restaurant restaurant food point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",249,Monday: Closed | Tuesday: Closed | Wednesday: 6:00 – 11:30 PM | Thursday: 6:30 – 11:30 PM | Friday: 6:30 – 11:30 PM | Saturday: 6:30 – 11:30 PM | Sunday: Closed,restaurant
ChIJSTNOYjEbkUcRqfZvJkJnr80,restaurant erbil,4.9,2,indoor,47.9990297,7.791236899999999,Monday: 11:00 AM – 10:00 PM | Tuesday: 11:00 AM – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 11:00 AM – 10:00 PM | Sunday: 12:00 – 10:00 PM,https://maps.google.com/?cid=14821178432509965993&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,kebab shop restaurant food point of interest establishment,freiburg im breisgau,germany,"A indoor destination named restaurant erbil located in freiburg im breisgau, germany. This place features characteristics and experiences such as: kebab shop restaurant food point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",267,Monday: 11:00 AM – 10:00 PM | Tuesday: 11:00 AM – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 11:00 AM – 10:00 PM | Sunday: 12:00 – 10:00 PM,restaurant
ChIJK5dOlp0ckUcROOmJyXLM-Xg,drexlers - freiburg im breisgau,4.6,3,indoor,47.9980921,7.8462513,"Monday: 12:00 – 2:00 PM, 6:00 – 11:00 PM | Tuesday: 12:00 – 2:00 PM | Wednesday: Closed | Thursday: 12:00 – 2:00 PM, 6:00 – 11:00 PM | Friday: 12:00 – 2:00 PM, 6:00 – 11:00 PM | Saturday: 6:00 – 11:00 PM | Sunday: Closed",https://maps.google.com/?cid=8717223347131902264&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,german restaurant european restaurant restaurant food point of interest establishment,freiburg im breisgau,germany,"A indoor destination named drexlers - freiburg im breisgau located in freiburg im breisgau, germany. This place features characteristics and experiences such as: german restaurant european restaurant restaurant food point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",178,"Monday: 12:00 – 2:00 PM, 6:00 – 11:00 PM | Tuesday: 12:00 – 2:00 PM | Wednesday: Closed | Thursday: 12:00 – 2:00 PM, 6:00 – 11:00 PM | Friday: 12:00 – 2:00 PM, 6:00 – 11:00 PM | Saturday: 6:00 – 11:00 PM | Sunday: Closed",restaurant
ChIJG_9_s6EbkUcRvKiTPz_ZRBI,kashmir restaurant - freiburg im breisgau,4.7,1,indoor,48.0155491,7.823331,"Monday: 11:30 AM – 2:00 PM, 5:30 – 9:30 PM | Tuesday: 11:30 AM – 2:00 PM, 5:30 – 9:30 PM | Wednesday: 11:30 AM – 2:00 PM, 5:30 – 9:30 PM | Thursday: 11:30 AM – 2:00 PM, 5:30 – 9:30 PM | Friday: 11:30 AM – 2:00 PM, 5:30 – 9:30 PM | Saturday: 11:30 AM – 2:00 PM, 5:30 – 9:30 PM | Sunday: 11:30 AM – 2:00 PM, 5:30 – 9:30 PM",https://maps.google.com/?cid=1316415856771836092&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,indian restaurant vegetarian restaurant meal takeaway restaurant food point of interest establishment,freiburg im breisgau,germany,"A indoor destination named kashmir restaurant - freiburg im breisgau located in freiburg im breisgau, germany. This place features characteristics and experiences such as: indian restaurant vegetarian restaurant meal takeaway restaurant food point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",264,"Monday: 11:30 AM – 2:00 PM, 5:30 – 9:30 PM | Tuesday: 11:30 AM – 2:00 PM, 5:30 – 9:30 PM | Wednesday: 11:30 AM – 2:00 PM, 5:30 – 9:30 PM | Thursday: 11:30 AM – 2:00 PM, 5:30 – 9:30 PM | Friday: 11:30 AM – 2:00 PM, 5:30 – 9:30 PM | Saturday: 11:30 AM – 2:00 PM, 5:30 – 9:30 PM | Sunday: 11:30 AM – 2:00 PM, 5:30 – 9:30 PM",restaurant
ChIJS-j4Rp8ckUcRr-1cIYw79CA,erste liebe freiburg,4.3,2,indoor,47.9923001,7.8484557,Monday: 9:00 AM – 1:00 AM | Tuesday: 9:00 AM – 1:00 AM | Wednesday: 9:00 AM – 1:00 AM | Thursday: 9:00 AM – 1:00 AM | Friday: 9:00 AM – 3:00 AM | Saturday: 9:00 AM – 3:00 AM | Sunday: 9:00 AM – 1:00 AM,https://maps.google.com/?cid=2374588376572292527&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,german restaurant breakfast restaurant european restaurant coffee shop bar cafe restaurant food store store food point of interest establishment,freiburg im breisgau,germany,"A indoor destination named erste liebe freiburg located in freiburg im breisgau, germany. This place features characteristics and experiences such as: german restaurant breakfast restaurant european restaurant coffee shop bar cafe restaurant food store store food point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",435,Monday: 9:00 AM – 1:00 AM | Tuesday: 9:00 AM – 1:00 AM | Wednesday: 9:00 AM – 1:00 AM | Thursday: 9:00 AM – 1:00 AM | Friday: 9:00 AM – 3:00 AM | Saturday: 9:00 AM – 3:00 AM | Sunday: 9:00 AM – 1:00 AM,restaurant
ChIJNcYz_4EckUcRr3MWTiSheFE,goldener sternen,4.5,2,indoor,48.0062629,7.8476215,Monday: 4:00 PM – 12:00 AM | Tuesday: 12:00 PM – 12:00 AM | Wednesday: 12:00 PM – 12:00 AM | Thursday: 12:00 PM – 12:00 AM | Friday: 12:00 PM – 12:00 AM | Saturday: 12:00 PM – 12:00 AM | Sunday: 12:00 PM – 12:00 AM,https://maps.google.com/?cid=5870619291578430383&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,german restaurant european restaurant restaurant food point of interest establishment,freiburg im breisgau,germany,"A indoor destination named goldener sternen located in freiburg im breisgau, germany. This place features characteristics and experiences such as: german restaurant european restaurant restaurant food point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",417,Monday: 4:00 PM – 12:00 AM | Tuesday: 12:00 PM – 12:00 AM | Wednesday: 12:00 PM – 12:00 AM | Thursday: 12:00 PM – 12:00 AM | Friday: 12:00 PM – 12:00 AM | Saturday: 12:00 PM – 12:00 AM | Sunday: 12:00 PM – 12:00 AM,restaurant
ChIJ4ddwbASPsUcRuhjNLkHPTqc,miniatur wunderland,4.8,1,outdoor,53.5438429,9.9890989,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 7:00 PM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:30 AM – 8:00 PM,https://maps.google.com/?cid=12055801131382413498&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,museum tourist attraction point of interest establishment,hamburg,germany,"A outdoor destination named miniatur wunderland located in hamburg, germany. This place features characteristics and experiences such as: museum tourist attraction point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",48,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 7:00 PM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:30 AM – 8:00 PM,destination
ChIJ68iBTQyPsUcRNPB-aZT4YuI,st. pauli piers,4.7,1,outdoor,53.5453799,9.9660023,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=16312874116598132788&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction point of interest establishment,hamburg,germany,"A outdoor destination named st. pauli piers located in hamburg, germany. This place features characteristics and experiences such as: tourist attraction point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",249,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,destination
ChIJT8RwZwaPsUcRhkKYaCqr5LI,elbphilharmonie hamburg,4.6,1,outdoor,53.5413305,9.9844647,No Opening Hours Data,https://maps.google.com/?cid=12890616232072987270&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,concert hall tourist attraction observation deck live music venue auditorium event venue point of interest establishment,hamburg,germany,"A outdoor destination named elbphilharmonie hamburg located in hamburg, germany. This place features characteristics and experiences such as: concert hall tourist attraction observation deck live music venue auditorium event venue point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",196,No Opening Hours Data,destination
ChIJ6cjadQSPsUcRAgwQUOqpfaU,hamburg dungeon,4.5,1,outdoor,53.5438402,9.98944,Monday: 10:00 AM – 5:00 PM | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: 10:00 AM – 5:00 PM | Saturday: 10:00 AM – 6:00 PM | Sunday: 10:00 AM – 5:00 PM,https://maps.google.com/?cid=11924874212177611778&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction performing arts theater event venue service point of interest establishment,hamburg,germany,"A outdoor destination named hamburg dungeon located in hamburg, germany. This place features characteristics and experiences such as: tourist attraction performing arts theater event venue service point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",145,Monday: 10:00 AM – 5:00 PM | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: 10:00 AM – 5:00 PM | Saturday: 10:00 AM – 6:00 PM | Sunday: 10:00 AM – 5:00 PM,destination
ChIJnQn-7D2PsUcRXC53QWChQkM,planten un blomen,4.8,1,outdoor,53.5620171,9.9820652,Monday: 7:00 AM – 11:00 PM | Tuesday: 7:00 AM – 11:00 PM | Wednesday: 7:00 AM – 11:00 PM | Thursday: 7:00 AM – 11:00 PM | Friday: 7:00 AM – 11:00 PM | Saturday: 7:00 AM – 11:00 PM | Sunday: 7:00 AM – 11:00 PM,https://maps.google.com/?cid=4846613583791337052&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,park tourist attraction point of interest establishment,hamburg,germany,"A outdoor destination named planten un blomen located in hamburg, germany. This place features characteristics and experiences such as: park tourist attraction point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",178,Monday: 7:00 AM – 11:00 PM | Tuesday: 7:00 AM – 11:00 PM | Wednesday: 7:00 AM – 11:00 PM | Thursday: 7:00 AM – 11:00 PM | Friday: 7:00 AM – 11:00 PM | Saturday: 7:00 AM – 11:00 PM | Sunday: 7:00 AM – 11:00 PM,destination
ChIJL8-shxuPsUcRYwJK6K8knT8,hamburg townhall,4.7,1,outdoor,53.5504312,9.9923335,Monday: 9:00 AM – 7:00 PM | Tuesday: 9:00 AM – 7:00 PM | Wednesday: 9:00 AM – 7:00 PM | Thursday: 9:00 AM – 7:00 PM | Friday: 9:00 AM – 7:00 PM | Saturday: 9:00 AM – 7:00 PM | Sunday: 9:00 AM – 7:00 PM,https://maps.google.com/?cid=4583860333668074083&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,city hall tourist attraction historical landmark historical place local government office government office service point of interest establishment,hamburg,germany,"A outdoor destination named hamburg townhall located in hamburg, germany. This place features characteristics and experiences such as: city hall tourist attraction historical landmark historical place local government office government office service point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",404,Monday: 9:00 AM – 7:00 PM | Tuesday: 9:00 AM – 7:00 PM | Wednesday: 9:00 AM – 7:00 PM | Thursday: 9:00 AM – 7:00 PM | Friday: 9:00 AM – 7:00 PM | Saturday: 9:00 AM – 7:00 PM | Sunday: 9:00 AM – 7:00 PM,destination
ChIJAQAAkAKPsUcRgJn-oX24pYo,speicherstadt,4.8,1,outdoor,53.5460131,10.0021364,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=9990594198119553408&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction point of interest establishment,hamburg,germany,"A outdoor destination named speicherstadt located in hamburg, germany. This place features characteristics and experiences such as: tourist attraction point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",57,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,destination
ChIJq2cnIEujY0ERYYlRjZqHwt0,alsterfontäne,4.7,1,outdoor,53.5550625,9.9958161,Monday: 9:00 AM – 12:00 AM | Tuesday: 9:00 AM – 12:00 AM | Wednesday: 9:00 AM – 12:00 AM | Thursday: 9:00 AM – 12:00 AM | Friday: 9:00 AM – 12:00 AM | Saturday: 9:00 AM – 12:00 AM | Sunday: 9:00 AM – 12:00 AM,https://maps.google.com/?cid=15979483525729585505&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction historical landmark historical place point of interest establishment,hamburg,germany,"A outdoor destination named alsterfontäne located in hamburg, germany. This place features characteristics and experiences such as: tourist attraction historical landmark historical place point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",67,Monday: 9:00 AM – 12:00 AM | Tuesday: 9:00 AM – 12:00 AM | Wednesday: 9:00 AM – 12:00 AM | Thursday: 9:00 AM – 12:00 AM | Friday: 9:00 AM – 12:00 AM | Saturday: 9:00 AM – 12:00 AM | Sunday: 9:00 AM – 12:00 AM,destination
ChIJMQkWH7GPsUcREVNubkHNSYA,inner alster,4.7,1,outdoor,53.554627,9.991479000000002,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=9244145391063946001&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction point of interest establishment,hamburg,germany,"A outdoor destination named inner alster located in hamburg, germany. This place features characteristics and experiences such as: tourist attraction point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",445,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,destination
ChIJO_W-ouaOsUcRu5bbsnkRzJk,museum of art and industry,4.5,1,outdoor,53.5512167,10.0097694,Monday: Closed | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 10:00 AM – 6:00 PM | Sunday: 10:00 AM – 6:00 PM,https://maps.google.com/?cid=11082251997441398459&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,museum tourist attraction art museum point of interest establishment,hamburg,germany,"A outdoor destination named museum of art and industry located in hamburg, germany. This place features characteristics and experiences such as: museum tourist attraction art museum point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",396,Monday: Closed | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 10:00 AM – 6:00 PM | Sunday: 10:00 AM – 6:00 PM,destination
ChIJq9-fdg2PsUcRA6AOeeO1j9w,bismarck monument,3.8,1,outdoor,53.54870880000001,9.9720917,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=15893121598606974979&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction historical landmark historical place point of interest establishment,hamburg,germany,"A outdoor destination named bismarck monument located in hamburg, germany. This place features characteristics and experiences such as: tourist attraction historical landmark historical place point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",96,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,destination
ChIJlSSsLkGPsUcRmlyoSZFKEOQ,hans-albers-platz,4.3,1,outdoor,53.5487354,9.9608945,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=16433717028141423770&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction point of interest establishment,hamburg,germany,"A outdoor destination named hans-albers-platz located in hamburg, germany. This place features characteristics and experiences such as: tourist attraction point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",298,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,destination
ChIJp_tULnCPsUcRMdG2xI2jwn0,beatles-platz,4.0,1,outdoor,53.5498334,9.9572923,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=9061985229508890929&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction point of interest establishment,hamburg,germany,"A outdoor destination named beatles-platz located in hamburg, germany. This place features characteristics and experiences such as: tourist attraction point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",444,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,destination
ChIJt5u_5QyPsUcRycCU6-zwZ9c,alter elbtunnel,4.7,1,outdoor,53.5458861,9.9665878,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=15521639541111046345&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,historical landmark tourist attraction historical place point of interest establishment,hamburg,germany,"A outdoor destination named alter elbtunnel located in hamburg, germany. This place features characteristics and experiences such as: historical landmark tourist attraction historical place point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",110,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,destination
ChIJkTvC3eKOsUcReP6O5u_10sA,chocoversum,4.6,1,outdoor,53.5479215,10.0025454,Monday: 10:00 AM – 6:00 PM | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 10:00 AM – 6:00 PM | Sunday: 10:00 AM – 6:00 PM,https://maps.google.com/?cid=13894438211105521272&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,museum chocolate shop tourist attraction candy store dessert shop confectionery food store food store point of interest establishment,hamburg,germany,"A outdoor destination named chocoversum located in hamburg, germany. This place features characteristics and experiences such as: museum chocolate shop tourist attraction candy store dessert shop confectionery food store food store point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",222,Monday: 10:00 AM – 6:00 PM | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 10:00 AM – 6:00 PM | Sunday: 10:00 AM – 6:00 PM,restaurant
ChIJDVSIIPmOsUcRO2BHa_838jY,lighthouse zero,4.2,1,outdoor,53.538468,10.004227000000002,No Opening Hours Data,https://maps.google.com/?cid=3959288592568115259&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction point of interest establishment,hamburg,germany,"A outdoor destination named lighthouse zero located in hamburg, germany. This place features characteristics and experiences such as: tourist attraction point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",268,No Opening Hours Data,destination
ChIJSyfBAquPsUcRfbYt9dhkfgQ,bleichensteg,4.6,1,outdoor,53.5518471,9.9894512,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=323807106206381693&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction point of interest establishment,hamburg,germany,"A outdoor destination named bleichensteg located in hamburg, germany. This place features characteristics and experiences such as: tourist attraction point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",136,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,destination
ChIJTRWrXA-PsUcRrSdFH5ckJ9A,jan fedder promenade,4.7,1,outdoor,53.5439059,9.9793595,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=14998997315464013741&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,scenic spot tourist attraction point of interest establishment,hamburg,germany,"A outdoor destination named jan fedder promenade located in hamburg, germany. This place features characteristics and experiences such as: scenic spot tourist attraction point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",251,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,destination
ChIJpw3eo4CFsUcRJMS6gQnp-aE,altonaer balkon,4.6,1,outdoor,53.5452937,9.935098,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=11671616136347829284&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,state park tourist attraction park point of interest establishment,hamburg,germany,"A outdoor destination named altonaer balkon located in hamburg, germany. This place features characteristics and experiences such as: state park tourist attraction park point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",324,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,destination
ChIJDwPU0C6PsUcRqyB6zZrBxSc,alstermündung,4.8,1,outdoor,53.5444052,9.9838139,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=2865909608507646123&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction point of interest establishment,hamburg,germany,"A outdoor destination named alstermündung located in hamburg, germany. This place features characteristics and experiences such as: tourist attraction point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",433,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,destination
